"Station","Date","Daily Rainfall (mm)"
"Kinneret Kvuza 09/1977-08/2023","08/10/2010","0"
"Kinneret Kvuza 09/1977-08/2023","09/10/2010","0"
"Kinneret Kvuza 09/1977-08/2023","10/10/2010","0"
"Kinneret Kvuza 09/1977-08/2023","16/10/2010","0"
"Kinneret Kvuza 09/1977-08/2023","29/10/2010","0"
"Kinneret Kvuza 09/1977-08/2023","30/10/2010","0"
"Kinneret Kvuza 09/1977-08/2023","05/12/2010","1"
"Kinneret Kvuza 09/1977-08/2023","06/12/2010","3.4"
"Kinneret Kvuza 09/1977-08/2023","10/12/2010","0"
"Kinneret Kvuza 09/1977-08/2023","11/12/2010","53.5"
"Kinneret Kvuza 09/1977-08/2023","12/12/2010","50.5"
"Kinneret Kvuza 09/1977-08/2023","13/12/2010","2"
"Kinneret Kvuza 09/1977-08/2023","29/12/2010","0.7"
"Kinneret Kvuza 09/1977-08/2023","30/12/2010","4.5"
"Kinneret Kvuza 09/1977-08/2023","31/12/2010","1.7"
"Kinneret Kvuza 09/1977-08/2023","01/01/2011","1.5"
"Kinneret Kvuza 09/1977-08/2023","03/01/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/01/2011","6.7"
"Kinneret Kvuza 09/1977-08/2023","05/01/2011","2.5"
"Kinneret Kvuza 09/1977-08/2023","06/01/2011","2.3"
"Kinneret Kvuza 09/1977-08/2023","07/01/2011","12.9"
"Kinneret Kvuza 09/1977-08/2023","08/01/2011","4.7"
"Kinneret Kvuza 09/1977-08/2023","09/01/2011","0"
"Kinneret Kvuza 09/1977-08/2023","15/01/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/01/2011","2.8"
"Kinneret Kvuza 09/1977-08/2023","26/01/2011","1"
"Kinneret Kvuza 09/1977-08/2023","28/01/2011","5.2"
"Kinneret Kvuza 09/1977-08/2023","29/01/2011","7.2"
"Kinneret Kvuza 09/1977-08/2023","30/01/2011","7.8"
"Kinneret Kvuza 09/1977-08/2023","31/01/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","03/02/2011","13.2"
"Kinneret Kvuza 09/1977-08/2023","04/02/2011","20.3"
"Kinneret Kvuza 09/1977-08/2023","06/02/2011","0.5"
"Kinneret Kvuza 09/1977-08/2023","07/02/2011","15.5"
"Kinneret Kvuza 09/1977-08/2023","09/02/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/02/2011","17.4"
"Kinneret Kvuza 09/1977-08/2023","12/02/2011","0.3"
"Kinneret Kvuza 09/1977-08/2023","13/02/2011","4.8"
"Kinneret Kvuza 09/1977-08/2023","14/02/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","15/02/2011","1.5"
"Kinneret Kvuza 09/1977-08/2023","16/02/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","20/02/2011","12.1"
"Kinneret Kvuza 09/1977-08/2023","21/02/2011","0.4"
"Kinneret Kvuza 09/1977-08/2023","25/02/2011","0.5"
"Kinneret Kvuza 09/1977-08/2023","26/02/2011","0.9"
"Kinneret Kvuza 09/1977-08/2023","28/02/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","06/03/2011","0"
"Kinneret Kvuza 09/1977-08/2023","07/03/2011","0.8"
"Kinneret Kvuza 09/1977-08/2023","08/03/2011","8.6"
"Kinneret Kvuza 09/1977-08/2023","09/03/2011","14.8"
"Kinneret Kvuza 09/1977-08/2023","10/03/2011","9.6"
"Kinneret Kvuza 09/1977-08/2023","11/03/2011","5.3"
"Kinneret Kvuza 09/1977-08/2023","22/03/2011","5.3"
"Kinneret Kvuza 09/1977-08/2023","23/03/2011","0.8"
"Kinneret Kvuza 09/1977-08/2023","24/03/2011","8.6"
"Kinneret Kvuza 09/1977-08/2023","03/04/2011","4.7"
"Kinneret Kvuza 09/1977-08/2023","04/04/2011","8.4"
"Kinneret Kvuza 09/1977-08/2023","05/04/2011","30.6"
"Kinneret Kvuza 09/1977-08/2023","06/04/2011","2.2"
"Kinneret Kvuza 09/1977-08/2023","07/04/2011","0.5"
"Kinneret Kvuza 09/1977-08/2023","08/04/2011","0.2"
"Kinneret Kvuza 09/1977-08/2023","11/04/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","21/04/2011","0.4"
"Kinneret Kvuza 09/1977-08/2023","22/04/2011","1.4"
"Kinneret Kvuza 09/1977-08/2023","23/04/2011","1.1"
"Kinneret Kvuza 09/1977-08/2023","28/04/2011","6.5"
"Kinneret Kvuza 09/1977-08/2023","29/04/2011","0"
"Kinneret Kvuza 09/1977-08/2023","30/04/2011","4"
"Kinneret Kvuza 09/1977-08/2023","12/05/2011","0"
"Kinneret Kvuza 09/1977-08/2023","13/05/2011","3.6"
"Kinneret Kvuza 09/1977-08/2023","14/05/2011","4"
"Kinneret Kvuza 09/1977-08/2023","16/05/2011","0"
"Kinneret Kvuza 09/1977-08/2023","27/05/2011","0.6"
"Kinneret Kvuza 09/1977-08/2023","28/05/2011","0.2"
"Kinneret Kvuza 09/1977-08/2023","13/06/2011","0"
"Kinneret Kvuza 09/1977-08/2023","14/06/2011","0"
"Kinneret Kvuza 09/1977-08/2023","23/09/2011","4.1"
"Kinneret Kvuza 09/1977-08/2023","24/09/2011","0.7"
"Kinneret Kvuza 09/1977-08/2023","25/09/2011","1.2"
"Kinneret Kvuza 09/1977-08/2023","03/11/2011","7"
"Kinneret Kvuza 09/1977-08/2023","04/11/2011","0.1"
"Kinneret Kvuza 09/1977-08/2023","05/11/2011","12.2"
"Kinneret Kvuza 09/1977-08/2023","13/11/2011","0.9"
"Kinneret Kvuza 09/1977-08/2023","14/11/2011","14"
"Kinneret Kvuza 09/1977-08/2023","15/11/2011","1.4"
"Kinneret Kvuza 09/1977-08/2023","16/11/2011","7.5"
"Kinneret Kvuza 09/1977-08/2023","17/11/2011","2"
"Kinneret Kvuza 09/1977-08/2023","18/11/2011","1.8"
"Kinneret Kvuza 09/1977-08/2023","19/11/2011","6"
"Kinneret Kvuza 09/1977-08/2023","20/11/2011","26.9"
"Kinneret Kvuza 09/1977-08/2023","08/12/2011","8"
"Kinneret Kvuza 09/1977-08/2023","09/12/2011","0.6"
"Kinneret Kvuza 09/1977-08/2023","17/12/2011","0"
"Kinneret Kvuza 09/1977-08/2023","23/12/2011","0"
"Kinneret Kvuza 09/1977-08/2023","24/12/2011","17.8"
"Kinneret Kvuza 09/1977-08/2023","25/12/2011","0.4"
"Kinneret Kvuza 09/1977-08/2023","30/12/2011","0"
"Kinneret Kvuza 09/1977-08/2023","31/12/2011","0.7"
"Kinneret Kvuza 09/1977-08/2023","01/01/2012","7.5"
"Kinneret Kvuza 09/1977-08/2023","02/01/2012","2.5"
"Kinneret Kvuza 09/1977-08/2023","05/01/2012","5.4"
"Kinneret Kvuza 09/1977-08/2023","06/01/2012","0.3"
"Kinneret Kvuza 09/1977-08/2023","09/01/2012","0.2"
"Kinneret Kvuza 09/1977-08/2023","11/01/2012","21.2"
"Kinneret Kvuza 09/1977-08/2023","12/01/2012","21.9"
"Kinneret Kvuza 09/1977-08/2023","13/01/2012","7.6"
"Kinneret Kvuza 09/1977-08/2023","14/01/2012","2.9"
"Kinneret Kvuza 09/1977-08/2023","16/01/2012","4"
"Kinneret Kvuza 09/1977-08/2023","17/01/2012","3.3"
"Kinneret Kvuza 09/1977-08/2023","18/01/2012","1.7"
"Kinneret Kvuza 09/1977-08/2023","22/01/2012","14"
"Kinneret Kvuza 09/1977-08/2023","23/01/2012","0.1"
"Kinneret Kvuza 09/1977-08/2023","24/01/2012","1.3"
"Kinneret Kvuza 09/1977-08/2023","26/01/2012","5.6"
"Kinneret Kvuza 09/1977-08/2023","27/01/2012","8.3"
"Kinneret Kvuza 09/1977-08/2023","28/01/2012","1"
"Kinneret Kvuza 09/1977-08/2023","30/01/2012","15.4"
"Kinneret Kvuza 09/1977-08/2023","31/01/2012","6"
"Kinneret Kvuza 09/1977-08/2023","01/02/2012","11.5"
"Kinneret Kvuza 09/1977-08/2023","07/02/2012","1.7"
"Kinneret Kvuza 09/1977-08/2023","09/02/2012","1.5"
"Kinneret Kvuza 09/1977-08/2023","10/02/2012","2.2"
"Kinneret Kvuza 09/1977-08/2023","14/02/2012","0"
"Kinneret Kvuza 09/1977-08/2023","15/02/2012","1.1"
"Kinneret Kvuza 09/1977-08/2023","16/02/2012","14.5"
"Kinneret Kvuza 09/1977-08/2023","17/02/2012","10"
"Kinneret Kvuza 09/1977-08/2023","18/02/2012","4.5"
"Kinneret Kvuza 09/1977-08/2023","19/02/2012","4.2"
"Kinneret Kvuza 09/1977-08/2023","24/02/2012","0"
"Kinneret Kvuza 09/1977-08/2023","28/02/2012","10.3"
"Kinneret Kvuza 09/1977-08/2023","29/02/2012","23.8"
"Kinneret Kvuza 09/1977-08/2023","01/03/2012","12"
"Kinneret Kvuza 09/1977-08/2023","02/03/2012","0.5"
"Kinneret Kvuza 09/1977-08/2023","03/03/2012","1.4"
"Kinneret Kvuza 09/1977-08/2023","04/03/2012","1"
"Kinneret Kvuza 09/1977-08/2023","13/03/2012","0"
"Kinneret Kvuza 09/1977-08/2023","14/03/2012","3.5"
"Kinneret Kvuza 09/1977-08/2023","15/03/2012","2.7"
"Kinneret Kvuza 09/1977-08/2023","16/03/2012","0.8"
"Kinneret Kvuza 09/1977-08/2023","27/03/2012","12.4"
"Kinneret Kvuza 09/1977-08/2023","28/03/2012","1.5"
"Kinneret Kvuza 09/1977-08/2023","29/03/2012","0.3"
"Kinneret Kvuza 09/1977-08/2023","01/05/2012","0"
"Kinneret Kvuza 09/1977-08/2023","29/09/2012","0"
"Kinneret Kvuza 09/1977-08/2023","08/10/2012","1.5"
"Kinneret Kvuza 09/1977-08/2023","11/10/2012","8.6"
"Kinneret Kvuza 09/1977-08/2023","22/10/2012","0"
"Kinneret Kvuza 09/1977-08/2023","24/10/2012","0"
"Kinneret Kvuza 09/1977-08/2023","25/10/2012","0"
"Kinneret Kvuza 09/1977-08/2023","26/10/2012","20.1"
"Kinneret Kvuza 09/1977-08/2023","08/11/2012","0"
"Kinneret Kvuza 09/1977-08/2023","09/11/2012","17.3"
"Kinneret Kvuza 09/1977-08/2023","10/11/2012","20"
"Kinneret Kvuza 09/1977-08/2023","11/11/2012","7"
"Kinneret Kvuza 09/1977-08/2023","12/11/2012","0.5"
"Kinneret Kvuza 09/1977-08/2023","22/11/2012","11"
"Kinneret Kvuza 09/1977-08/2023","23/11/2012","5.6"
"Kinneret Kvuza 09/1977-08/2023","24/11/2012","0.2"
"Kinneret Kvuza 09/1977-08/2023","25/11/2012","4.4"
"Kinneret Kvuza 09/1977-08/2023","03/12/2012","0"
"Kinneret Kvuza 09/1977-08/2023","04/12/2012","16"
"Kinneret Kvuza 09/1977-08/2023","05/12/2012","2"
"Kinneret Kvuza 09/1977-08/2023","06/12/2012","2.8"
"Kinneret Kvuza 09/1977-08/2023","07/12/2012","5.6"
"Kinneret Kvuza 09/1977-08/2023","08/12/2012","0.3"
"Kinneret Kvuza 09/1977-08/2023","10/12/2012","6.5"
"Kinneret Kvuza 09/1977-08/2023","11/12/2012","1.2"
"Kinneret Kvuza 09/1977-08/2023","13/12/2012","4.7"
"Kinneret Kvuza 09/1977-08/2023","19/12/2012","0.6"
"Kinneret Kvuza 09/1977-08/2023","20/12/2012","39"
"Kinneret Kvuza 09/1977-08/2023","21/12/2012","11.5"
"Kinneret Kvuza 09/1977-08/2023","22/12/2012","0.1"
"Kinneret Kvuza 09/1977-08/2023","24/12/2012","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/01/2013","0.5"
"Kinneret Kvuza 09/1977-08/2023","05/01/2013","41.7"
"Kinneret Kvuza 09/1977-08/2023","06/01/2013","41.8"
"Kinneret Kvuza 09/1977-08/2023","07/01/2013","19.5"
"Kinneret Kvuza 09/1977-08/2023","08/01/2013","39.4"
"Kinneret Kvuza 09/1977-08/2023","09/01/2013","10.2"
"Kinneret Kvuza 09/1977-08/2023","22/01/2013","0"
"Kinneret Kvuza 09/1977-08/2023","26/01/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","28/01/2013","2.1"
"Kinneret Kvuza 09/1977-08/2023","29/01/2013","3.5"
"Kinneret Kvuza 09/1977-08/2023","30/01/2013","14.5"
"Kinneret Kvuza 09/1977-08/2023","31/01/2013","14.5"
"Kinneret Kvuza 09/1977-08/2023","01/02/2013","3.4"
"Kinneret Kvuza 09/1977-08/2023","05/02/2013","0.6"
"Kinneret Kvuza 09/1977-08/2023","06/02/2013","2.4"
"Kinneret Kvuza 09/1977-08/2023","11/02/2013","0.6"
"Kinneret Kvuza 09/1977-08/2023","15/02/2013","2.5"
"Kinneret Kvuza 09/1977-08/2023","16/02/2013","2.4"
"Kinneret Kvuza 09/1977-08/2023","17/02/2013","0.5"
"Kinneret Kvuza 09/1977-08/2023","18/02/2013","0"
"Kinneret Kvuza 09/1977-08/2023","23/02/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","28/02/2013","0"
"Kinneret Kvuza 09/1977-08/2023","04/03/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","05/03/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/03/2013","2.4"
"Kinneret Kvuza 09/1977-08/2023","17/03/2013","0"
"Kinneret Kvuza 09/1977-08/2023","22/03/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/04/2013","0.6"
"Kinneret Kvuza 09/1977-08/2023","09/04/2013","0"
"Kinneret Kvuza 09/1977-08/2023","15/04/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/04/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","17/04/2013","4.1"
"Kinneret Kvuza 09/1977-08/2023","18/04/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","19/04/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","20/04/2013","32.4"
"Kinneret Kvuza 09/1977-08/2023","21/04/2013","1.1"
"Kinneret Kvuza 09/1977-08/2023","22/04/2013","0"
"Kinneret Kvuza 09/1977-08/2023","13/05/2013","0.4"
"Kinneret Kvuza 09/1977-08/2023","15/05/2013","17"
"Kinneret Kvuza 09/1977-08/2023","21/09/2013","0"
"Kinneret Kvuza 09/1977-08/2023","18/10/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","29/10/2013","0"
"Kinneret Kvuza 09/1977-08/2023","30/10/2013","0"
"Kinneret Kvuza 09/1977-08/2023","31/10/2013","0"
"Kinneret Kvuza 09/1977-08/2023","01/11/2013","0.4"
"Kinneret Kvuza 09/1977-08/2023","09/11/2013","0"
"Kinneret Kvuza 09/1977-08/2023","17/11/2013","0.9"
"Kinneret Kvuza 09/1977-08/2023","22/11/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","03/12/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","04/12/2013","8.3"
"Kinneret Kvuza 09/1977-08/2023","05/12/2013","11.6"
"Kinneret Kvuza 09/1977-08/2023","06/12/2013","0.3"
"Kinneret Kvuza 09/1977-08/2023","07/12/2013","8.3"
"Kinneret Kvuza 09/1977-08/2023","08/12/2013","5.8"
"Kinneret Kvuza 09/1977-08/2023","10/12/2013","13.5"
"Kinneret Kvuza 09/1977-08/2023","11/12/2013","17.5"
"Kinneret Kvuza 09/1977-08/2023","12/12/2013","4"
"Kinneret Kvuza 09/1977-08/2023","13/12/2013","32.9"
"Kinneret Kvuza 09/1977-08/2023","14/12/2013","0.2"
"Kinneret Kvuza 09/1977-08/2023","29/12/2013","1.5"
"Kinneret Kvuza 09/1977-08/2023","30/12/2013","0.1"
"Kinneret Kvuza 09/1977-08/2023","09/01/2014","0.6"
"Kinneret Kvuza 09/1977-08/2023","12/01/2014","0"
"Kinneret Kvuza 09/1977-08/2023","26/01/2014","0"
"Kinneret Kvuza 09/1977-08/2023","27/01/2014","4.5"
"Kinneret Kvuza 09/1977-08/2023","28/01/2014","8.2"
"Kinneret Kvuza 09/1977-08/2023","14/02/2014","0.3"
"Kinneret Kvuza 09/1977-08/2023","15/02/2014","1.6"
"Kinneret Kvuza 09/1977-08/2023","09/03/2014","19"
"Kinneret Kvuza 09/1977-08/2023","11/03/2014","8.7"
"Kinneret Kvuza 09/1977-08/2023","12/03/2014","16"
"Kinneret Kvuza 09/1977-08/2023","13/03/2014","12.7"
"Kinneret Kvuza 09/1977-08/2023","14/03/2014","0.1"
"Kinneret Kvuza 09/1977-08/2023","25/03/2014","0"
"Kinneret Kvuza 09/1977-08/2023","30/03/2014","0"
"Kinneret Kvuza 09/1977-08/2023","09/04/2014","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/04/2014","0"
"Kinneret Kvuza 09/1977-08/2023","15/04/2014","0"
"Kinneret Kvuza 09/1977-08/2023","19/04/2014","0"
"Kinneret Kvuza 09/1977-08/2023","07/05/2014","30.8"
"Kinneret Kvuza 09/1977-08/2023","08/05/2014","5.4"
"Kinneret Kvuza 09/1977-08/2023","04/06/2014","0"
"Kinneret Kvuza 09/1977-08/2023","05/06/2014","0"
"Kinneret Kvuza 09/1977-08/2023","29/09/2014","0.2"
"Kinneret Kvuza 09/1977-08/2023","08/10/2014","2.2"
"Kinneret Kvuza 09/1977-08/2023","09/10/2014","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/10/2014","0.4"
"Kinneret Kvuza 09/1977-08/2023","15/10/2014","3.2"
"Kinneret Kvuza 09/1977-08/2023","19/10/2014","4.8"
"Kinneret Kvuza 09/1977-08/2023","31/10/2014","20.1"
"Kinneret Kvuza 09/1977-08/2023","01/11/2014","12.1"
"Kinneret Kvuza 09/1977-08/2023","02/11/2014","10.6"
"Kinneret Kvuza 09/1977-08/2023","03/11/2014","0.4"
"Kinneret Kvuza 09/1977-08/2023","04/11/2014","4.2"
"Kinneret Kvuza 09/1977-08/2023","15/11/2014","13.7"
"Kinneret Kvuza 09/1977-08/2023","16/11/2014","12.5"
"Kinneret Kvuza 09/1977-08/2023","17/11/2014","0.4"
"Kinneret Kvuza 09/1977-08/2023","21/11/2014","4.2"
"Kinneret Kvuza 09/1977-08/2023","22/11/2014","3.2"
"Kinneret Kvuza 09/1977-08/2023","23/11/2014","1.4"
"Kinneret Kvuza 09/1977-08/2023","24/11/2014","0"
"Kinneret Kvuza 09/1977-08/2023","25/11/2014","27.3"
"Kinneret Kvuza 09/1977-08/2023","26/11/2014","10"
"Kinneret Kvuza 09/1977-08/2023","27/11/2014","0.2"
"Kinneret Kvuza 09/1977-08/2023","08/12/2014","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/12/2014","11"
"Kinneret Kvuza 09/1977-08/2023","14/12/2014","1.5"
"Kinneret Kvuza 09/1977-08/2023","19/12/2014","0.1"
"Kinneret Kvuza 09/1977-08/2023","20/12/2014","0.1"
"Kinneret Kvuza 09/1977-08/2023","22/12/2014","21"
"Kinneret Kvuza 09/1977-08/2023","28/12/2014","1.4"
"Kinneret Kvuza 09/1977-08/2023","01/01/2015","0.3"
"Kinneret Kvuza 09/1977-08/2023","02/01/2015","2.4"
"Kinneret Kvuza 09/1977-08/2023","03/01/2015","13.2"
"Kinneret Kvuza 09/1977-08/2023","04/01/2015","2.6"
"Kinneret Kvuza 09/1977-08/2023","06/01/2015","9.5"
"Kinneret Kvuza 09/1977-08/2023","07/01/2015","34.1"
"Kinneret Kvuza 09/1977-08/2023","08/01/2015","3"
"Kinneret Kvuza 09/1977-08/2023","09/01/2015","0.3"
"Kinneret Kvuza 09/1977-08/2023","10/01/2015","32"
"Kinneret Kvuza 09/1977-08/2023","11/01/2015","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/01/2015","4.6"
"Kinneret Kvuza 09/1977-08/2023","15/01/2015","2.6"
"Kinneret Kvuza 09/1977-08/2023","16/01/2015","0.1"
"Kinneret Kvuza 09/1977-08/2023","30/01/2015","0.3"
"Kinneret Kvuza 09/1977-08/2023","10/02/2015","0.7"
"Kinneret Kvuza 09/1977-08/2023","11/02/2015","43.4"
"Kinneret Kvuza 09/1977-08/2023","12/02/2015","8.2"
"Kinneret Kvuza 09/1977-08/2023","13/02/2015","26.2"
"Kinneret Kvuza 09/1977-08/2023","14/02/2015","0.2"
"Kinneret Kvuza 09/1977-08/2023","15/02/2015","3"
"Kinneret Kvuza 09/1977-08/2023","16/02/2015","1.3"
"Kinneret Kvuza 09/1977-08/2023","17/02/2015","4.6"
"Kinneret Kvuza 09/1977-08/2023","18/02/2015","3"
"Kinneret Kvuza 09/1977-08/2023","19/02/2015","17.3"
"Kinneret Kvuza 09/1977-08/2023","20/02/2015","6.9"
"Kinneret Kvuza 09/1977-08/2023","21/02/2015","0.1"
"Kinneret Kvuza 09/1977-08/2023","24/02/2015","4.4"
"Kinneret Kvuza 09/1977-08/2023","02/03/2015","0"
"Kinneret Kvuza 09/1977-08/2023","03/03/2015","2.4"
"Kinneret Kvuza 09/1977-08/2023","04/03/2015","1.2"
"Kinneret Kvuza 09/1977-08/2023","11/03/2015","5"
"Kinneret Kvuza 09/1977-08/2023","12/03/2015","2.8"
"Kinneret Kvuza 09/1977-08/2023","21/03/2015","1.9"
"Kinneret Kvuza 09/1977-08/2023","22/03/2015","0"
"Kinneret Kvuza 09/1977-08/2023","28/03/2015","0"
"Kinneret Kvuza 09/1977-08/2023","30/03/2015","0.2"
"Kinneret Kvuza 09/1977-08/2023","31/03/2015","2.6"
"Kinneret Kvuza 09/1977-08/2023","01/04/2015","1.4"
"Kinneret Kvuza 09/1977-08/2023","09/04/2015","0"
"Kinneret Kvuza 09/1977-08/2023","10/04/2015","4.8"
"Kinneret Kvuza 09/1977-08/2023","11/04/2015","9.7"
"Kinneret Kvuza 09/1977-08/2023","12/04/2015","13.2"
"Kinneret Kvuza 09/1977-08/2023","15/04/2015","0"
"Kinneret Kvuza 09/1977-08/2023","23/04/2015","1"
"Kinneret Kvuza 09/1977-08/2023","11/05/2015","0"
"Kinneret Kvuza 09/1977-08/2023","14/05/2015","0.4"
"Kinneret Kvuza 09/1977-08/2023","27/05/2015","0"
"Kinneret Kvuza 09/1977-08/2023","09/10/2017","2.7"
"Kinneret Kvuza 09/1977-08/2023","27/10/2017","0.3"
"Kinneret Kvuza 09/1977-08/2023","28/10/2017","0.1"
"Kinneret Kvuza 09/1977-08/2023","29/10/2017","0.6"
"Kinneret Kvuza 09/1977-08/2023","30/10/2017","2.3"
"Kinneret Kvuza 09/1977-08/2023","20/11/2017","2.8"
"Kinneret Kvuza 09/1977-08/2023","21/11/2017","4.6"
"Kinneret Kvuza 09/1977-08/2023","22/11/2017","1.6"
"Kinneret Kvuza 09/1977-08/2023","29/11/2017","0.3"
"Kinneret Kvuza 09/1977-08/2023","05/12/2017","1"
"Kinneret Kvuza 09/1977-08/2023","06/12/2017","2.7"
"Kinneret Kvuza 09/1977-08/2023","24/12/2017","14.7"
"Kinneret Kvuza 09/1977-08/2023","29/12/2017","0"
"Kinneret Kvuza 09/1977-08/2023","31/12/2017","5.4"
"Kinneret Kvuza 09/1977-08/2023","01/01/2018","2.4"
"Kinneret Kvuza 09/1977-08/2023","02/01/2018","3.6"
"Kinneret Kvuza 09/1977-08/2023","04/01/2018","25.6"
"Kinneret Kvuza 09/1977-08/2023","05/01/2018","32.4"
"Kinneret Kvuza 09/1977-08/2023","06/01/2018","0.7"
"Kinneret Kvuza 09/1977-08/2023","13/01/2018","7.3"
"Kinneret Kvuza 09/1977-08/2023","14/01/2018","4.8"
"Kinneret Kvuza 09/1977-08/2023","15/01/2018","0.2"
"Kinneret Kvuza 09/1977-08/2023","16/01/2018","0.2"
"Kinneret Kvuza 09/1977-08/2023","17/01/2018","3.8"
"Kinneret Kvuza 09/1977-08/2023","18/01/2018","18.3"
"Kinneret Kvuza 09/1977-08/2023","19/01/2018","2.6"
"Kinneret Kvuza 09/1977-08/2023","22/01/2018","2.6"
"Kinneret Kvuza 09/1977-08/2023","23/01/2018","2.3"
"Kinneret Kvuza 09/1977-08/2023","24/01/2018","3.1"
"Kinneret Kvuza 09/1977-08/2023","25/01/2018","15"
"Kinneret Kvuza 09/1977-08/2023","26/01/2018","27.3"
"Kinneret Kvuza 09/1977-08/2023","27/01/2018","2.7"
"Kinneret Kvuza 09/1977-08/2023","29/01/2018","0.1"
"Kinneret Kvuza 09/1977-08/2023","06/02/2018","0"
"Kinneret Kvuza 09/1977-08/2023","11/02/2018","0"
"Kinneret Kvuza 09/1977-08/2023","12/02/2018","22.3"
"Kinneret Kvuza 09/1977-08/2023","13/02/2018","10.2"
"Kinneret Kvuza 09/1977-08/2023","16/02/2018","23.6"
"Kinneret Kvuza 09/1977-08/2023","17/02/2018","13"
"Kinneret Kvuza 09/1977-08/2023","21/02/2018","11"
"Kinneret Kvuza 09/1977-08/2023","22/02/2018","0.2"
"Kinneret Kvuza 09/1977-08/2023","25/02/2018","1.2"
"Kinneret Kvuza 09/1977-08/2023","26/02/2018","16"
"Kinneret Kvuza 09/1977-08/2023","27/02/2018","5.2"
"Kinneret Kvuza 09/1977-08/2023","27/03/2018","3.4"
"Kinneret Kvuza 09/1977-08/2023","28/03/2018","0"
"Kinneret Kvuza 09/1977-08/2023","29/03/2018","3.4"
"Kinneret Kvuza 09/1977-08/2023","30/03/2018","0.6"
"Kinneret Kvuza 09/1977-08/2023","07/04/2018","2.7"
"Kinneret Kvuza 09/1977-08/2023","09/04/2018","3.5"
"Kinneret Kvuza 09/1977-08/2023","10/04/2018","4.8"
"Kinneret Kvuza 09/1977-08/2023","11/04/2018","1.5"
"Kinneret Kvuza 09/1977-08/2023","21/04/2018","7.7"
"Kinneret Kvuza 09/1977-08/2023","25/04/2018","17.9"
"Kinneret Kvuza 09/1977-08/2023","26/04/2018","31"
"Kinneret Kvuza 09/1977-08/2023","07/05/2018","1.7"
"Kinneret Kvuza 09/1977-08/2023","08/05/2018","3"
"Kinneret Kvuza 09/1977-08/2023","14/05/2018","0.3"
"Kinneret Kvuza 09/1977-08/2023","12/06/2018","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/06/2018","0.9"
"Kinneret Kvuza 09/1977-08/2023","08/09/2018","0"
"Kinneret Kvuza 09/1977-08/2023","21/10/2018","0"
"Kinneret Kvuza 09/1977-08/2023","22/10/2018","0"
"Kinneret Kvuza 09/1977-08/2023","25/10/2018","4"
"Kinneret Kvuza 09/1977-08/2023","12/11/2018","0.6"
"Kinneret Kvuza 09/1977-08/2023","13/11/2018","13.8"
"Kinneret Kvuza 09/1977-08/2023","14/11/2018","0.4"
"Kinneret Kvuza 09/1977-08/2023","15/11/2018","2.1"
"Kinneret Kvuza 09/1977-08/2023","16/11/2018","20.3"
"Kinneret Kvuza 09/1977-08/2023","22/11/2018","12.7"
"Kinneret Kvuza 09/1977-08/2023","23/11/2018","7.1"
"Kinneret Kvuza 09/1977-08/2023","24/11/2018","0.1"
"Kinneret Kvuza 09/1977-08/2023","30/11/2018","0.1"
"Kinneret Kvuza 09/1977-08/2023","01/12/2018","0"
"Kinneret Kvuza 09/1977-08/2023","06/12/2018","33.8"
"Kinneret Kvuza 09/1977-08/2023","07/12/2018","28.3"
"Kinneret Kvuza 09/1977-08/2023","08/12/2018","0.6"
"Kinneret Kvuza 09/1977-08/2023","09/12/2018","0.1"
"Kinneret Kvuza 09/1977-08/2023","12/12/2018","0.9"
"Kinneret Kvuza 09/1977-08/2023","17/12/2018","10.7"
"Kinneret Kvuza 09/1977-08/2023","18/12/2018","0.8"
"Kinneret Kvuza 09/1977-08/2023","19/12/2018","20.5"
"Kinneret Kvuza 09/1977-08/2023","20/12/2018","0.5"
"Kinneret Kvuza 09/1977-08/2023","22/12/2018","0.5"
"Kinneret Kvuza 09/1977-08/2023","24/12/2018","0.1"
"Kinneret Kvuza 09/1977-08/2023","26/12/2018","3.5"
